Miss Rate: 32768 1024 L1_Miss_rate 0.142700 L2_Miss_rate 0.183952
Miss Rate: 32768 2048 L1_Miss_rate 0.096220 L2_Miss_rate 0.272812
Miss Rate: 32768 4096 L1_Miss_rate 0.059920 L2_Miss_rate 0.438084
Miss Rate: 32768 8192 L1_Miss_rate 0.042470 L2_Miss_rate 0.618083
Miss Rate: 32768 16384 L1_Miss_rate 0.028320 L2_Miss_rate 0.926554
Miss Rate: 65536 1024 L1_Miss_rate 0.142700 L2_Miss_rate 0.181430
Miss Rate: 65536 2048 L1_Miss_rate 0.096220 L2_Miss_rate 0.269071
Miss Rate: 65536 4096 L1_Miss_rate 0.059920 L2_Miss_rate 0.432577
Miss Rate: 65536 8192 L1_Miss_rate 0.042470 L2_Miss_rate 0.610549
Miss Rate: 65536 16384 L1_Miss_rate 0.028320 L2_Miss_rate 0.916667
Miss Rate: 65536 32768 L1_Miss_rate 0.026400 L2_Miss_rate 0.984091
Miss Rate: 131072 1024 L1_Miss_rate 0.142700 L2_Miss_rate 0.180939
Miss Rate: 131072 2048 L1_Miss_rate 0.096220 L2_Miss_rate 0.268343
Miss Rate: 131072 4096 L1_Miss_rate 0.059920 L2_Miss_rate 0.430908
Miss Rate: 131072 8192 L1_Miss_rate 0.042470 L2_Miss_rate 0.607959
Miss Rate: 131072 16384 L1_Miss_rate 0.028320 L2_Miss_rate 0.911723
Miss Rate: 131072 32768 L1_Miss_rate 0.026400 L2_Miss_rate 0.978030
Miss Rate: 131072 65536 L1_Miss_rate 0.025950 L2_Miss_rate 0.994990
Miss Rate: 262144 1024 L1_Miss_rate 0.142700 L2_Miss_rate 0.180939
Miss Rate: 262144 2048 L1_Miss_rate 0.096220 L2_Miss_rate 0.268343
Miss Rate: 262144 4096 L1_Miss_rate 0.059920 L2_Miss_rate 0.430908
Miss Rate: 262144 8192 L1_Miss_rate 0.042470 L2_Miss_rate 0.607959
Miss Rate: 262144 16384 L1_Miss_rate 0.028320 L2_Miss_rate 0.911723
Miss Rate: 262144 32768 L1_Miss_rate 0.026400 L2_Miss_rate 0.978030
Miss Rate: 262144 65536 L1_Miss_rate 0.025950 L2_Miss_rate 0.994990
Miss Rate: 262144 131072 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
Miss Rate: 524288 1024 L1_Miss_rate 0.142700 L2_Miss_rate 0.180939
Miss Rate: 524288 2048 L1_Miss_rate 0.096220 L2_Miss_rate 0.268343
Miss Rate: 524288 4096 L1_Miss_rate 0.059920 L2_Miss_rate 0.430908
Miss Rate: 524288 8192 L1_Miss_rate 0.042470 L2_Miss_rate 0.607959
Miss Rate: 524288 16384 L1_Miss_rate 0.028320 L2_Miss_rate 0.911723
Miss Rate: 524288 32768 L1_Miss_rate 0.026400 L2_Miss_rate 0.978030
Miss Rate: 524288 65536 L1_Miss_rate 0.025950 L2_Miss_rate 0.994990
Miss Rate: 524288 131072 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
Miss Rate: 524288 262144 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
Miss Rate: 1048576 1024 L1_Miss_rate 0.142700 L2_Miss_rate 0.180939
Miss Rate: 1048576 2048 L1_Miss_rate 0.096220 L2_Miss_rate 0.268343
Miss Rate: 1048576 4096 L1_Miss_rate 0.059920 L2_Miss_rate 0.430908
Miss Rate: 1048576 8192 L1_Miss_rate 0.042470 L2_Miss_rate 0.607959
Miss Rate: 1048576 16384 L1_Miss_rate 0.028320 L2_Miss_rate 0.911723
Miss Rate: 1048576 32768 L1_Miss_rate 0.026400 L2_Miss_rate 0.978030
Miss Rate: 1048576 65536 L1_Miss_rate 0.025950 L2_Miss_rate 0.994990
Miss Rate: 1048576 131072 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
Miss Rate: 1048576 262144 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
