Miss Rate: 1024 1 L1_Miss_rate 0.193460 L2_Miss_rate 0.133464
Miss Rate: 1024 2 L1_Miss_rate 0.156030 L2_Miss_rate 0.165481
Miss Rate: 1024 4 L1_Miss_rate 0.142700 L2_Miss_rate 0.180939
Miss Rate: 1024 8 L1_Miss_rate 0.136270 L2_Miss_rate 0.189477
Miss Rate: 1024 32 L1_Miss_rate 0.136960 L2_Miss_rate 0.188522
Miss Rate: 2048 1 L1_Miss_rate 0.147740 L2_Miss_rate 0.174766
Miss Rate: 2048 2 L1_Miss_rate 0.107140 L2_Miss_rate 0.240993
Miss Rate: 2048 4 L1_Miss_rate 0.096220 L2_Miss_rate 0.268343
Miss Rate: 2048 8 L1_Miss_rate 0.090690 L2_Miss_rate 0.284706
Miss Rate: 2048 64 L1_Miss_rate 0.088600 L2_Miss_rate 0.291422
Miss Rate: 4096 1 L1_Miss_rate 0.100170 L2_Miss_rate 0.257762
Miss Rate: 4096 2 L1_Miss_rate 0.075280 L2_Miss_rate 0.342986
Miss Rate: 4096 4 L1_Miss_rate 0.059920 L2_Miss_rate 0.430908
Miss Rate: 4096 8 L1_Miss_rate 0.053650 L2_Miss_rate 0.481267
Miss Rate: 4096 128 L1_Miss_rate 0.049540 L2_Miss_rate 0.521195
Miss Rate: 8192 1 L1_Miss_rate 0.067000 L2_Miss_rate 0.385373
Miss Rate: 8192 2 L1_Miss_rate 0.047340 L2_Miss_rate 0.545416
Miss Rate: 8192 4 L1_Miss_rate 0.042470 L2_Miss_rate 0.607959
Miss Rate: 8192 8 L1_Miss_rate 0.039540 L2_Miss_rate 0.653010
Miss Rate: 8192 256 L1_Miss_rate 0.039120 L2_Miss_rate 0.660020
Miss Rate: 16384 1 L1_Miss_rate 0.046090 L2_Miss_rate 0.560208
Miss Rate: 16384 2 L1_Miss_rate 0.033840 L2_Miss_rate 0.763002
Miss Rate: 16384 4 L1_Miss_rate 0.028320 L2_Miss_rate 0.911723
Miss Rate: 16384 8 L1_Miss_rate 0.027740 L2_Miss_rate 0.930786
Miss Rate: 16384 512 L1_Miss_rate 0.026340 L2_Miss_rate 0.980258
Miss Rate: 32768 1 L1_Miss_rate 0.037680 L2_Miss_rate 0.685244
Miss Rate: 32768 2 L1_Miss_rate 0.028810 L2_Miss_rate 0.896217
Miss Rate: 32768 4 L1_Miss_rate 0.026400 L2_Miss_rate 0.978030
Miss Rate: 32768 8 L1_Miss_rate 0.026250 L2_Miss_rate 0.983619
Miss Rate: 32768 1024 L1_Miss_rate 0.026240 L2_Miss_rate 0.983994
Miss Rate: 65536 1 L1_Miss_rate 0.032920 L2_Miss_rate 0.784326
Miss Rate: 65536 2 L1_Miss_rate 0.027130 L2_Miss_rate 0.951714
Miss Rate: 65536 4 L1_Miss_rate 0.025950 L2_Miss_rate 0.994990
Miss Rate: 65536 8 L1_Miss_rate 0.025890 L2_Miss_rate 0.997296
Miss Rate: 65536 2048 L1_Miss_rate 0.025830 L2_Miss_rate 0.999613
Miss Rate: 131072 1 L1_Miss_rate 0.032330 L2_Miss_rate 0.798639
Miss Rate: 131072 2 L1_Miss_rate 0.025900 L2_Miss_rate 0.996911
Miss Rate: 131072 4 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
Miss Rate: 131072 8 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
Miss Rate: 131072 4096 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
Miss Rate: 262144 1 L1_Miss_rate 0.025840 L2_Miss_rate 0.999226
Miss Rate: 262144 2 L1_Miss_rate 0.025840 L2_Miss_rate 0.999226
Miss Rate: 262144 4 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
Miss Rate: 262144 8 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
Miss Rate: 262144 8192 L1_Miss_rate 0.025820 L2_Miss_rate 1.000000
