Miss Rate: BLOCKSIZEL1_SIZE L1_PREF_N L1_PREF_M L1 Miss Rate L2 Miss Rate
Miss Rate: 16 1024 1 1 0.113350 0.103926
Miss Rate: 16 1024 1 2 0.113350 0.083194
Miss Rate: 16 1024 1 3 0.113350 0.066608
Miss Rate: 16 1024 1 4 0.113350 0.055580
Miss Rate: 16 1024 2 1 0.109540 0.107541
Miss Rate: 16 1024 2 2 0.109540 0.086087
Miss Rate: 16 1024 2 3 0.109540 0.068925
Miss Rate: 16 1024 2 4 0.109540 0.057513
Miss Rate: 16 1024 3 1 0.105600 0.111553
Miss Rate: 16 1024 3 2 0.105600 0.089299
Miss Rate: 16 1024 3 3 0.105600 0.071496
Miss Rate: 16 1024 3 4 0.105600 0.059659
Miss Rate: 16 1024 4 1 0.103370 0.113960
Miss Rate: 16 1024 4 2 0.103370 0.091226
Miss Rate: 16 1024 4 3 0.103370 0.073039
Miss Rate: 16 1024 4 4 0.103370 0.060946
Miss Rate: 16 2048 1 1 0.075840 0.155854
Miss Rate: 16 2048 1 2 0.075840 0.124736
Miss Rate: 16 2048 1 3 0.075840 0.099815
Miss Rate: 16 2048 1 4 0.075840 0.083333
Miss Rate: 16 2048 2 1 0.073350 0.161145
Miss Rate: 16 2048 2 2 0.073350 0.128971
Miss Rate: 16 2048 2 3 0.073350 0.103204
Miss Rate: 16 2048 2 4 0.073350 0.086162
Miss Rate: 16 2048 3 1 0.070030 0.168785
Miss Rate: 16 2048 3 2 0.070030 0.135085
Miss Rate: 16 2048 3 3 0.070030 0.108097
Miss Rate: 16 2048 3 4 0.070030 0.090247
Miss Rate: 16 2048 4 1 0.068490 0.172580
Miss Rate: 16 2048 4 2 0.068490 0.138122
Miss Rate: 16 2048 4 3 0.068490 0.110527
Miss Rate: 16 2048 4 4 0.068490 0.092276
Miss Rate: 16 4096 1 1 0.046780 0.253100
Miss Rate: 16 4096 1 2 0.046780 0.202651
Miss Rate: 16 4096 1 3 0.046780 0.162249
Miss Rate: 16 4096 1 4 0.046780 0.135528
Miss Rate: 16 4096 2 1 0.044400 0.266667
Miss Rate: 16 4096 2 2 0.044400 0.213514
Miss Rate: 16 4096 2 3 0.044400 0.170946
Miss Rate: 16 4096 2 4 0.044400 0.142793
Miss Rate: 16 4096 3 1 0.041290 0.286752
Miss Rate: 16 4096 3 2 0.041290 0.229596
Miss Rate: 16 4096 3 3 0.041300 0.183777
Miss Rate: 16 4096 3 4 0.041300 0.153511
Miss Rate: 16 4096 4 1 0.039870 0.296965
Miss Rate: 16 4096 4 2 0.039870 0.237773
Miss Rate: 16 4096 4 3 0.039880 0.190321
Miss Rate: 16 4096 4 4 0.039880 0.158977
Miss Rate: 16 8192 1 1 0.031940 0.371008
Miss Rate: 16 8192 1 2 0.031940 0.297433
Miss Rate: 16 8192 1 3 0.031940 0.238259
Miss Rate: 16 8192 1 4 0.031940 0.198810
Miss Rate: 16 8192 2 1 0.029620 0.400068
Miss Rate: 16 8192 2 2 0.029620 0.320729
Miss Rate: 16 8192 2 3 0.029620 0.256921
Miss Rate: 16 8192 2 4 0.029620 0.214382
Miss Rate: 16 8192 3 1 0.026950 0.439703
Miss Rate: 16 8192 3 2 0.026950 0.352505
Miss Rate: 16 8192 3 3 0.026950 0.282375
Miss Rate: 16 8192 3 4 0.026950 0.235622
Miss Rate: 16 8192 4 1 0.026200 0.452290
Miss Rate: 16 8192 4 2 0.026200 0.362595
Miss Rate: 16 8192 4 3 0.026200 0.290458
Miss Rate: 16 8192 4 4 0.026200 0.242366
Miss Rate: 16 16384 1 1 0.021080 0.562619
Miss Rate: 16 16384 1 2 0.021080 0.451613
Miss Rate: 16 16384 1 3 0.021080 0.361480
Miss Rate: 16 16384 1 4 0.021080 0.301708
Miss Rate: 16 16384 2 1 0.019100 0.620942
Miss Rate: 16 16384 2 2 0.019100 0.498429
Miss Rate: 16 16384 2 3 0.019100 0.398953
Miss Rate: 16 16384 2 4 0.019100 0.332984
Miss Rate: 16 16384 3 1 0.017480 0.678490
Miss Rate: 16 16384 3 2 0.017480 0.544622
Miss Rate: 16 16384 3 3 0.017480 0.435927
Miss Rate: 16 16384 3 4 0.017480 0.363844
Miss Rate: 16 16384 4 1 0.016970 0.698880
Miss Rate: 16 16384 4 2 0.016970 0.560990
Miss Rate: 16 16384 4 3 0.016970 0.449028
Miss Rate: 16 16384 4 4 0.016970 0.374779
Miss Rate: 32 1024 1 1 0.123910 0.054072
Miss Rate: 32 1024 1 2 0.123910 0.040836
Miss Rate: 32 1024 1 3 0.123910 0.032685
Miss Rate: 32 1024 1 4 0.123910 0.030345
Miss Rate: 32 1024 2 1 0.120370 0.055662
Miss Rate: 32 1024 2 2 0.120370 0.042037
Miss Rate: 32 1024 2 3 0.120370 0.033646
Miss Rate: 32 1024 2 4 0.120370 0.031237
Miss Rate: 32 1024 3 1 0.118070 0.056746
Miss Rate: 32 1024 3 2 0.118070 0.042856
Miss Rate: 32 1024 3 3 0.118070 0.034302
Miss Rate: 32 1024 3 4 0.118070 0.031846
Miss Rate: 32 1024 4 1 0.116590 0.057466
Miss Rate: 32 1024 4 2 0.116590 0.043400
Miss Rate: 32 1024 4 3 0.116590 0.034737
Miss Rate: 32 1024 4 4 0.116590 0.032250
Miss Rate: 32 2048 1 1 0.079120 0.084808
Miss Rate: 32 2048 1 2 0.079120 0.064206
Miss Rate: 32 2048 1 3 0.079120 0.051441
Miss Rate: 32 2048 1 4 0.079120 0.047902
Miss Rate: 32 2048 2 1 0.076610 0.087586
Miss Rate: 32 2048 2 2 0.076610 0.066310
Miss Rate: 32 2048 2 3 0.076610 0.053126
Miss Rate: 32 2048 2 4 0.076610 0.049471
Miss Rate: 32 2048 3 1 0.074730 0.089790
Miss Rate: 32 2048 3 2 0.074730 0.067978
Miss Rate: 32 2048 3 3 0.074730 0.054463
Miss Rate: 32 2048 3 4 0.074730 0.050716
Miss Rate: 32 2048 4 1 0.073370 0.091454
Miss Rate: 32 2048 4 2 0.073370 0.069238
Miss Rate: 32 2048 4 3 0.073420 0.055434
Miss Rate: 32 2048 4 4 0.073420 0.051621
Miss Rate: 32 4096 1 1 0.045410 0.148205
Miss Rate: 32 4096 1 2 0.045410 0.112310
Miss Rate: 32 4096 1 3 0.045410 0.089848
Miss Rate: 32 4096 1 4 0.045410 0.084343
Miss Rate: 32 4096 2 1 0.043050 0.156330
Miss Rate: 32 4096 2 2 0.043050 0.118467
Miss Rate: 32 4096 2 3 0.043050 0.094774
Miss Rate: 32 4096 2 4 0.043050 0.088966
Miss Rate: 32 4096 3 1 0.041310 0.162915
Miss Rate: 32 4096 3 2 0.041320 0.123427
Miss Rate: 32 4096 3 3 0.041320 0.098742
Miss Rate: 32 4096 3 4 0.041320 0.092691
Miss Rate: 32 4096 4 1 0.039940 0.168503
Miss Rate: 32 4096 4 2 0.039950 0.127660
Miss Rate: 32 4096 4 3 0.039950 0.102128
Miss Rate: 32 4096 4 4 0.039950 0.095870
Miss Rate: 32 8192 1 1 0.028410 0.237944
Miss Rate: 32 8192 1 2 0.028410 0.179866
Miss Rate: 32 8192 1 3 0.028410 0.144315
Miss Rate: 32 8192 1 4 0.028410 0.135516
Miss Rate: 32 8192 2 1 0.026000 0.260000
Miss Rate: 32 8192 2 2 0.026000 0.196538
Miss Rate: 32 8192 2 3 0.026000 0.157692
Miss Rate: 32 8192 2 4 0.026000 0.148077
Miss Rate: 32 8192 3 1 0.024300 0.278189
Miss Rate: 32 8192 3 2 0.024300 0.210288
Miss Rate: 32 8192 3 3 0.024300 0.168724
Miss Rate: 32 8192 3 4 0.024300 0.158436
Miss Rate: 32 8192 4 1 0.023450 0.288273
Miss Rate: 32 8192 4 2 0.023450 0.217910
Miss Rate: 32 8192 4 3 0.023450 0.174840
Miss Rate: 32 8192 4 4 0.023450 0.164179
Miss Rate: 32 16384 1 1 0.014770 0.459716
Miss Rate: 32 16384 1 2 0.014770 0.346649
Miss Rate: 32 16384 1 3 0.014770 0.276913
Miss Rate: 32 16384 1 4 0.014770 0.260664
Miss Rate: 32 16384 2 1 0.012810 0.530055
Miss Rate: 32 16384 2 2 0.012810 0.399688
Miss Rate: 32 16384 2 3 0.012810 0.319282
Miss Rate: 32 16384 2 4 0.012810 0.300546
Miss Rate: 32 16384 3 1 0.011700 0.580342
Miss Rate: 32 16384 3 2 0.011700 0.437607
Miss Rate: 32 16384 3 3 0.011700 0.349573
Miss Rate: 32 16384 3 4 0.011700 0.329060
Miss Rate: 32 16384 4 1 0.011050 0.614480
Miss Rate: 32 16384 4 2 0.011050 0.463348
Miss Rate: 32 16384 4 3 0.011050 0.370136
Miss Rate: 32 16384 4 4 0.011050 0.348416
Miss Rate: 64 1024 1 1 0.150030 0.027728
Miss Rate: 64 1024 1 2 0.150030 0.022595
Miss Rate: 64 1024 1 3 0.150030 0.019263
Miss Rate: 64 1024 1 4 0.150030 0.017530
Miss Rate: 64 1024 2 1 0.147450 0.028213
Miss Rate: 64 1024 2 2 0.147450 0.022991
Miss Rate: 64 1024 2 3 0.147450 0.019600
Miss Rate: 64 1024 2 4 0.147450 0.017837
Miss Rate: 64 1024 3 1 0.145800 0.028532
Miss Rate: 64 1024 3 2 0.145800 0.023251
Miss Rate: 64 1024 3 3 0.145800 0.019822
Miss Rate: 64 1024 3 4 0.145800 0.018038
Miss Rate: 64 1024 4 1 0.144850 0.028719
Miss Rate: 64 1024 4 2 0.144850 0.023404
Miss Rate: 64 1024 4 3 0.144850 0.019952
Miss Rate: 64 1024 4 4 0.144850 0.018157
Miss Rate: 64 2048 1 1 0.095610 0.043510
Miss Rate: 64 2048 1 2 0.095610 0.035457
Miss Rate: 64 2048 1 3 0.095610 0.030122
Miss Rate: 64 2048 1 4 0.095610 0.027403
Miss Rate: 64 2048 2 1 0.093380 0.044549
Miss Rate: 64 2048 2 2 0.093380 0.036303
Miss Rate: 64 2048 2 3 0.093380 0.030842
Miss Rate: 64 2048 2 4 0.093380 0.028057
Miss Rate: 64 2048 3 1 0.091630 0.045400
Miss Rate: 64 2048 3 2 0.091630 0.036997
Miss Rate: 64 2048 3 3 0.091630 0.031431
Miss Rate: 64 2048 3 4 0.091630 0.028593
Miss Rate: 64 2048 4 1 0.091150 0.045639
Miss Rate: 64 2048 4 2 0.091150 0.037191
Miss Rate: 64 2048 4 3 0.091150 0.031596
Miss Rate: 64 2048 4 4 0.091150 0.028744
Miss Rate: 64 4096 1 1 0.054260 0.076484
Miss Rate: 64 4096 1 2 0.054260 0.062846
Miss Rate: 64 4096 1 3 0.054260 0.053999
Miss Rate: 64 4096 1 4 0.054260 0.049023
Miss Rate: 64 4096 2 1 0.052970 0.078346
Miss Rate: 64 4096 2 2 0.052970 0.064376
Miss Rate: 64 4096 2 3 0.052970 0.055314
Miss Rate: 64 4096 2 4 0.052970 0.050217
Miss Rate: 64 4096 3 1 0.051450 0.080661
Miss Rate: 64 4096 3 2 0.051450 0.066278
Miss Rate: 64 4096 3 3 0.051450 0.056948
Miss Rate: 64 4096 3 4 0.051450 0.051701
Miss Rate: 64 4096 4 1 0.050850 0.081613
Miss Rate: 64 4096 4 2 0.050850 0.067060
Miss Rate: 64 4096 4 3 0.050850 0.057620
Miss Rate: 64 4096 4 4 0.050850 0.052311
Miss Rate: 64 8192 1 1 0.031320 0.133780
Miss Rate: 64 8192 1 2 0.031320 0.108876
Miss Rate: 64 8192 1 3 0.031320 0.093550
Miss Rate: 64 8192 1 4 0.031320 0.084291
Miss Rate: 64 8192 2 1 0.029760 0.140793
Miss Rate: 64 8192 2 2 0.029760 0.114583
Miss Rate: 64 8192 2 3 0.029760 0.098454
Miss Rate: 64 8192 2 4 0.029760 0.088710
Miss Rate: 64 8192 3 1 0.028320 0.147952
Miss Rate: 64 8192 3 2 0.028320 0.120410
Miss Rate: 64 8192 3 3 0.028320 0.103460
Miss Rate: 64 8192 3 4 0.028320 0.093220
Miss Rate: 64 8192 4 1 0.027830 0.150557
Miss Rate: 64 8192 4 2 0.027830 0.122530
Miss Rate: 64 8192 4 3 0.027830 0.105282
Miss Rate: 64 8192 4 4 0.027830 0.094862
Miss Rate: 64 16384 1 1 0.013210 0.315670
Miss Rate: 64 16384 1 2 0.013210 0.257381
Miss Rate: 64 16384 1 3 0.013210 0.222559
Miss Rate: 64 16384 1 4 0.013210 0.199849
Miss Rate: 64 16384 2 1 0.011850 0.351899
Miss Rate: 64 16384 2 2 0.011850 0.286920
Miss Rate: 64 16384 2 3 0.011850 0.248101
Miss Rate: 64 16384 2 4 0.011850 0.222785
Miss Rate: 64 16384 3 1 0.011190 0.372654
Miss Rate: 64 16384 3 2 0.011190 0.303843
Miss Rate: 64 16384 3 3 0.011190 0.262735
Miss Rate: 64 16384 3 4 0.011190 0.235925
Miss Rate: 64 16384 4 1 0.010940 0.381170
Miss Rate: 64 16384 4 2 0.010940 0.310786
Miss Rate: 64 16384 4 3 0.010940 0.268739
Miss Rate: 64 16384 4 4 0.010940 0.241316
